Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
group-concat,3,8,16,15,19,36,43,47,89,75,82,85,67,85,65,60,54,78,50,52,48,32,8,topic_69,0.025277896
android-imagebutton,0,0,0,0,0,1,0,2,0,0,0,40,40,51,58,68,51,40,38,26,20,15,4,topic_789,0.028847693
gnu-screen,7,35,26,21,26,47,40,61,68,56,63,59,52,41,44,48,37,42,27,32,37,29,12,topic_762,0.0975636
sunspot-rails,0,0,0,0,1,23,42,47,46,42,33,35,19,30,27,16,11,6,4,9,5,1,2,topic_655,0.014254703
cartalyst-sentry,0,0,0,0,0,0,0,0,1,14,34,65,39,30,10,4,0,0,1,1,0,0,0,topic_28,0.0030098052
android-collapsingtoolbarlayout,0,0,0,0,0,0,0,0,0,0,0,0,0,42,230,197,177,102,93,93,89,68,31,topic_244,0.008981699
custom-server-controls,31,37,21,19,17,31,30,25,25,16,7,13,3,3,2,2,4,2,0,1,0,0,0,topic_708,0.0049533444
gsoap,8,5,12,10,20,29,34,50,29,37,44,31,21,34,34,25,25,21,18,14,20,18,7,topic_128,0.027450781
ui-thread,1,3,4,3,15,23,30,35,35,42,35,44,42,36,31,26,28,28,21,19,23,18,1,topic_0,0.026796833
system-calls,7,23,38,57,42,93,96,137,144,161,158,181,142,201,172,149,168,131,150,144,154,152,48,topic_784,0.087057255
android-graphview,0,0,0,0,0,0,3,1,5,20,31,30,45,42,30,23,31,30,20,46,37,38,4,topic_152,0.026021857
sql-server-2008-r2,1,2,4,17,102,225,401,768,1111,1260,1282,1075,942,868,720,523,490,381,307,225,239,189,36,topic_99,0.60226595
rdflib,0,0,3,2,2,13,6,7,5,15,18,12,9,18,21,21,17,17,12,14,14,16,4,topic_6,0.018797286
smartcard,3,10,15,19,22,31,49,77,59,101,76,128,131,138,116,113,88,106,73,60,67,67,30,topic_172,0.08355996
mailgun,0,0,0,0,0,0,0,1,6,19,21,46,82,88,80,171,131,151,99,108,90,99,33,topic_754,0.023073286
jstl,37,66,75,121,215,264,295,332,384,491,425,457,392,360,244,238,170,168,151,119,177,139,45,topic_532,0.059097223
amazon,10,23,39,45,59,153,146,179,257,238,274,274,247,244,213,256,212,197,213,135,154,141,44,topic_637,0.1476928
forms-authentication,36,132,159,201,202,270,232,293,247,245,198,172,126,135,114,88,55,50,39,31,47,46,15,topic_31,0.38053527
msysgit,1,8,32,38,43,59,44,47,57,48,25,51,24,32,19,11,5,4,5,2,2,2,0,topic_272,0.02635209
expand,0,5,23,27,30,45,56,70,61,80,77,68,69,79,55,54,41,54,45,41,40,42,10,topic_531,0.026475113
system.diagnostics,5,7,9,29,31,37,32,32,39,39,39,32,27,26,30,28,23,13,17,12,29,16,11,topic_950,0.004035349
dialogfragment,0,0,0,0,0,0,0,0,1,20,36,22,37,34,38,38,32,32,27,27,19,27,7,topic_235,0.019785782
timepicker,0,1,5,6,21,28,42,54,82,106,100,78,64,81,109,94,70,70,59,75,49,67,16,topic_415,0.067265995
webpack-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,176,428,358,105,topic_303,0.011957072
survey,14,25,12,20,14,21,20,25,25,35,37,26,45,27,29,40,42,36,39,56,59,62,20,topic_962,0.011352055
webpack-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,112,792,364,115,20,16,1,topic_660,0.07613235
fxml,0,0,0,0,0,0,5,37,79,90,122,177,178,248,250,289,257,269,225,268,234,233,59,topic_146,0.059977323
feature-selection,0,0,0,0,2,1,3,2,17,30,42,44,43,48,75,68,62,62,75,86,90,121,56,topic_132,0.042010296
fragmentstatepageradapter,0,0,0,0,0,0,0,0,0,18,45,40,37,42,36,34,32,25,26,13,14,11,2,topic_0,0.018429048
firebase-security,0,0,0,0,0,0,0,0,0,30,65,83,57,86,129,207,288,283,304,142,53,31,12,topic_294,0.10510957
traefik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,124,217,291,305,83,topic_991,0.02942168
rijndael,3,6,10,11,11,23,23,26,24,35,22,26,22,32,19,23,16,11,10,6,12,13,3,topic_713,0.031979907
google-contacts-api,0,1,4,19,6,21,26,37,42,49,54,62,69,79,77,62,44,78,44,45,63,48,19,topic_730,0.11238095
blas,1,0,7,7,9,25,22,40,24,38,54,53,49,52,56,53,53,43,35,30,37,27,6,topic_382,0.044820033
graphing,5,18,8,17,19,26,25,28,22,35,29,30,35,24,35,22,23,23,21,15,27,23,7,topic_193,0.026622295
ipv4,1,8,15,20,20,28,29,49,29,46,38,46,35,51,53,53,59,46,48,50,41,46,9,topic_348,0.028496504
amazon-elastic-beanstalk,0,0,0,0,0,1,1,1,1,2,1,3,30,48,70,83,73,96,124,91,349,561,189,topic_665,0.08132658
ipv6,8,17,33,40,57,91,96,104,119,135,94,106,94,95,124,157,222,136,125,105,84,67,26,topic_348,0.07447553
backend,3,7,18,39,40,57,82,102,109,124,141,180,134,188,187,207,185,248,219,261,319,357,99,topic_498,0.33783644
jcheckbox,1,0,2,11,11,17,25,39,50,47,53,67,36,39,31,35,33,15,12,11,18,7,5,topic_742,0.038859203
syntax-error,2,23,50,56,90,151,198,272,380,445,597,661,459,497,441,421,389,415,384,378,351,273,91,topic_590,0.45106354
excel-addins,2,3,3,5,6,19,22,22,24,28,34,31,33,41,24,45,54,42,61,49,74,64,29,topic_11,0.027227059
pandas-groupby,0,0,0,0,0,0,0,1,4,5,7,11,9,8,8,17,39,111,503,742,927,938,397,topic_602,0.060765363
keyboard,72,141,194,253,337,492,499,580,599,604,611,637,697,676,666,619,531,529,493,382,373,386,140,topic_453,0.105916865
java-ee-6,0,0,12,59,101,186,187,210,227,251,182,93,68,65,75,39,33,23,19,19,13,11,3,topic_332,0.08043506
java-ee-7,0,0,0,0,0,0,1,0,0,18,126,155,113,114,100,86,78,94,65,43,29,42,12,topic_654,0.025688382
openjpa,1,5,8,31,36,44,50,100,107,83,109,76,66,66,52,41,47,38,26,20,17,28,3,topic_234,0.0622072
drupal-modules,1,0,21,94,164,220,165,181,213,132,102,105,87,98,80,60,67,61,40,41,70,52,14,topic_847,0.019959752
shinyjs,0,0,0,0,0,0,0,0,0,0,0,1,2,2,18,17,39,45,45,57,41,58,23,topic_59,0.011023622
express-session,0,0,0,0,0,0,0,1,0,0,0,0,0,16,42,54,54,64,69,78,89,124,34,topic_413,0.048619825
pylons,18,25,61,166,180,111,78,30,31,17,24,17,9,10,14,9,6,6,5,3,6,4,1,topic_363,0.01651934
asana,0,0,0,0,0,0,0,36,36,40,50,42,50,62,33,25,38,41,20,10,7,12,2,topic_250,0.028100012
hangfire,0,0,0,0,0,0,0,0,0,0,0,0,19,58,42,60,89,86,75,89,92,102,31,topic_176,0.0025268954
smpp,0,4,2,7,4,16,14,20,19,46,60,27,18,20,18,22,21,27,15,14,14,19,9,topic_57,0.007098936
phoenix,0,0,0,0,0,1,0,0,0,0,8,7,20,47,57,59,79,84,98,55,88,64,32,topic_646,0.092681624
qgis,0,3,1,1,2,2,10,20,16,26,31,47,45,53,80,87,51,64,80,71,93,122,50,topic_391,0.060482588
onesignal,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,82,171,157,134,154,189,174,56,topic_380,0.027614942
angular-nvd3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,46,47,43,15,7,9,5,2,topic_406,0.01990438
activemodel,0,0,1,6,22,35,53,48,49,36,55,52,38,28,34,48,30,24,32,18,14,17,5,topic_674,0.0026091354
google-cloud-firestore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,2394,2902,3773,1361,topic_162,0.62209207
avasset,0,0,0,0,0,0,0,1,10,11,20,29,17,20,26,37,35,25,32,26,28,19,5,topic_720,0.012044738
switch-statement,31,70,112,148,176,259,313,337,438,579,650,633,578,608,605,575,527,535,454,434,448,397,107,topic_85,0.19970293
sql-server-ce,37,81,112,163,162,313,323,414,339,402,352,213,162,134,128,73,71,74,36,25,31,21,2,topic_629,0.19129935
base-class,4,6,10,25,20,35,37,44,37,34,30,40,24,42,24,22,27,21,27,9,27,15,6,topic_78,0.01863416
glkit,0,0,0,0,0,0,24,69,72,65,45,52,23,19,12,15,14,7,3,3,5,8,1,topic_969,0.020048264
fixtures,3,16,25,44,41,52,63,50,55,49,41,60,62,50,67,44,39,37,50,40,43,68,18,topic_749,0.031433452
mschart,1,5,16,39,34,83,104,103,90,93,52,112,79,29,23,38,49,70,26,34,32,23,15,topic_447,0.10834595
lambda,95,239,314,367,500,566,556,655,752,941,942,1199,1158,1377,1433,1565,1565,1837,1846,1488,1304,1328,433,topic_282,0.47474578
bootstrap-vue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,127,147,72,topic_572,0.04092672
oracle12c,0,0,0,0,0,0,1,0,0,2,20,53,89,105,145,196,210,322,345,377,396,353,137,topic_993,0.12445049
flask-socketio,0,0,0,0,0,0,0,0,0,0,0,0,10,17,23,42,36,39,40,59,58,62,37,topic_358,0.018053817
github,8,25,80,179,283,487,696,1158,1248,1667,1715,1893,1835,2097,2369,2526,2535,2688,2449,2419,2253,2495,844,topic_564,0.68952626
edit,2,11,36,35,47,145,146,164,168,184,207,184,169,191,152,139,116,109,118,105,148,99,37,topic_533,0.09788819
ole,18,29,50,45,55,78,54,60,58,91,52,67,62,61,51,43,45,43,32,42,32,38,8,topic_356,0.0059083644
touchscreen,8,15,19,35,34,34,29,40,50,37,39,38,32,41,32,36,28,33,23,29,22,31,16,topic_871,0.0143605815
web.py,0,9,9,10,19,52,59,73,84,86,87,55,48,47,40,43,42,48,22,13,11,20,5,topic_287,0.057447925
android-audiorecord,0,0,0,4,4,11,8,14,14,40,23,26,21,16,21,20,14,14,16,15,7,10,6,topic_587,0.016135996
mlab,0,0,0,0,0,1,7,17,34,45,33,38,34,54,80,94,62,79,39,85,80,40,6,topic_638,0.0079077585
bundler,0,0,1,31,134,204,247,278,258,310,282,252,185,204,149,168,170,134,112,101,110,130,40,topic_137,0.0106149055
azure-active-directory,0,0,0,0,0,0,0,0,3,19,29,86,125,215,253,410,457,758,971,1011,1200,1447,489,topic_635,0.3210248
oracle11g,1,5,31,92,110,260,436,652,914,1152,1292,1311,1243,1484,1318,1383,1095,1070,924,959,957,757,265,topic_256,0.32190973
spring-security,6,40,87,213,277,471,537,665,775,938,1006,1260,1293,1551,1577,1613,1376,1361,1204,1276,1320,1419,489,topic_21,0.7927938
blueimp,0,0,0,0,0,3,6,12,62,69,93,92,73,87,84,67,62,47,33,21,23,21,6,topic_596,0.040163282
device,16,18,34,62,123,159,164,214,187,214,175,181,169,180,148,122,105,111,85,78,90,73,25,topic_491,0.11228186
left-join,9,34,62,91,126,160,198,281,329,372,361,385,382,439,352,379,354,370,341,383,296,269,73,topic_109,0.3140629
hmvc,0,0,2,4,8,20,33,41,35,39,29,21,10,33,19,31,11,13,18,13,18,14,1,topic_7,0.016828906
webrtc,0,0,0,0,0,0,0,10,94,161,280,370,324,471,444,539,488,521,482,428,551,545,188,topic_621,0.24129598
azure-template,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,33,17,42,56,2,topic_235,0.007974882
elasticsearch-java-api,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,33,32,19,14,17,14,17,9,topic_720,0.0064883856
abcpdf,3,3,7,11,7,17,19,28,29,27,30,27,13,17,7,11,15,10,10,8,6,9,1,topic_688,0.018714156
libc,2,4,13,13,21,40,27,38,41,55,38,45,39,42,52,41,43,36,44,54,37,43,15,topic_723,0.06013759
rubygems,31,106,201,345,503,574,559,627,429,573,534,343,298,293,376,781,682,541,408,396,357,384,119,topic_137,0.028716432
offline,16,24,24,34,59,93,91,106,128,113,116,116,100,127,101,112,93,115,87,114,101,109,33,topic_503,0.17916444
xpath,98,240,451,526,713,987,1180,1385,1469,1598,1745,2062,1770,1864,2050,1938,1629,1853,1689,1499,1593,1456,534,topic_44,0.58649236
kable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,84,64,77,22,topic_551,0.010363657
css-modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,45,52,36,47,52,45,25,topic_6,0.02659699
facebook-sharer,0,0,1,5,8,11,46,53,55,58,48,95,59,30,25,18,18,23,13,12,7,10,1,topic_636,0.029831909
mean-stack,0,0,0,0,0,0,0,0,0,0,22,184,242,318,328,471,410,469,291,288,282,228,51,topic_413,0.28066185
launchd,2,4,15,11,17,19,26,36,30,43,40,39,35,55,27,30,23,25,15,14,12,20,8,topic_97,0.0042282804
vector,40,148,247,389,536,733,784,991,1178,1528,1844,2071,1802,1991,1861,1901,1703,1788,1563,1406,1139,1140,349,topic_786,0.7111921
persist,0,2,3,11,11,12,20,42,35,30,34,22,31,22,36,22,14,18,17,35,16,19,9,topic_234,0.027041452
opencv-contour,0,0,0,0,0,0,0,0,0,2,0,0,2,15,25,27,29,59,29,58,48,63,15,topic_567,0.004131394
go-gorm,0,0,0,0,0,0,0,0,0,0,0,2,4,17,14,34,31,41,50,52,93,88,40,topic_254,0.023984184
flexslider,0,0,0,0,0,0,0,36,111,185,147,131,127,78,77,53,41,33,27,14,31,24,2,topic_164,0.0279847
smtp,71,134,178,198,269,364,388,418,478,579,581,596,525,541,520,603,491,510,467,421,504,507,175,topic_202,0.4050843
uinavigationbar,3,24,69,98,135,192,301,316,274,317,510,428,386,335,385,310,273,222,343,258,209,201,57,topic_607,0.3773749
optional-parameters,5,13,18,37,37,51,42,60,52,51,58,59,55,67,46,53,54,39,29,38,47,31,9,topic_996,0.11463887
spotify,0,2,1,2,3,7,35,302,197,174,170,152,143,142,156,172,156,175,154,180,191,161,63,topic_669,0.15614466
html5-audio,0,0,1,0,37,63,72,171,184,245,185,228,149,179,150,170,120,139,120,123,148,164,52,topic_576,0.3577592
zend-route,0,0,1,14,27,32,48,37,36,35,17,21,8,19,10,2,5,2,8,0,2,2,0,topic_371,0.01902786
websphere-portal,1,4,7,9,10,27,32,30,43,48,43,64,34,50,33,21,23,21,18,16,14,12,3,topic_834,0.02047556
puma,0,0,0,0,0,0,0,0,7,10,48,53,46,108,89,115,104,93,61,66,79,77,16,topic_131,0.079647474
openweathermap,0,0,0,0,0,0,0,0,0,0,11,6,10,10,20,42,53,31,53,49,56,56,10,topic_268,0.04315157
pull,3,8,10,19,19,26,26,41,55,44,42,35,44,53,44,34,31,34,48,49,42,28,9,topic_914,0.006319318
docstring,2,3,6,7,7,9,15,26,21,16,25,21,22,21,27,30,19,25,35,22,38,41,16,topic_642,0.014230927
orchardcms,0,0,0,4,6,113,151,242,324,384,327,241,205,193,172,148,154,75,69,52,31,33,15,topic_714,0.07827131
pulp,0,0,0,0,0,1,1,0,1,1,6,7,10,6,15,20,35,25,49,41,52,80,22,topic_204,0.03522073
iis-8.5,0,0,0,0,0,0,0,2,0,0,0,10,64,96,63,62,66,47,49,44,40,43,8,topic_250,0.03316815
workspace,6,16,18,24,32,51,69,70,73,54,58,46,53,43,55,61,37,36,37,42,39,33,13,topic_266,0.00770563
persistence.xml,1,0,0,7,11,11,12,32,31,39,33,56,32,39,20,30,20,25,20,13,15,18,3,topic_132,0.021096278
type-deduction,0,0,0,0,0,0,0,0,2,12,8,11,16,14,20,20,24,24,16,19,25,13,14,topic_860,0.023306992
fluent-nhibernate-mapping,0,1,2,1,0,13,64,96,104,101,69,42,29,40,27,18,17,13,3,11,7,12,4,topic_876,0.006400199
openai-gym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,39,56,85,135,32,topic_916,0.0010561231
oop,534,945,1279,1721,1805,2071,2225,2703,2646,2919,3081,3143,2547,2836,2688,2755,2333,2324,1943,1988,1933,1915,602,topic_101,0.80015373
virtualtreeview,1,3,7,23,6,27,25,21,22,10,15,9,15,19,17,11,16,14,7,3,10,7,0,topic_581,0.013543262
extjs-mvc,0,0,0,0,0,13,45,122,129,142,58,35,59,29,13,2,0,1,0,1,0,1,0,topic_711,0.01942303
wcf-ria-services,0,12,108,156,226,266,234,170,117,82,70,40,20,12,7,10,7,4,1,4,4,0,0,topic_926,0.052563537
aidl,0,0,1,10,21,30,25,30,40,47,42,27,24,29,27,24,26,17,17,22,27,23,5,topic_769,0.018378105
bazaar,11,28,39,54,46,53,66,40,37,50,28,30,16,7,5,13,3,4,3,5,2,4,0,topic_200,0.013629008
openshift-origin,0,0,0,0,0,0,0,0,1,1,5,12,18,12,41,89,70,97,77,74,93,70,17,topic_170,0.032268908
tycho,0,0,2,7,5,7,24,42,68,41,59,45,51,41,57,47,25,30,38,32,29,28,8,topic_207,0.073194325
predis,0,0,0,2,0,2,6,1,1,6,5,6,10,21,19,18,16,17,13,13,14,14,6,topic_673,0.012781539
angular2-template,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,391,522,686,645,294,153,60,17,topic_992,0.0931592
kafka-producer-api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,149,145,138,159,163,163,180,56,topic_207,0.12639725
classcastexception,3,6,12,18,28,52,55,76,80,115,137,116,91,105,92,96,87,79,44,66,53,51,15,topic_83,0.0607386
edmx,0,4,5,17,31,35,46,68,68,55,49,33,50,51,38,35,26,28,32,17,28,28,5,topic_993,0.03371856
fxcop,23,42,35,58,51,48,59,53,43,45,31,38,26,29,38,27,21,25,8,9,7,9,2,topic_639,0.028776405
extract,17,31,51,78,85,125,137,168,236,269,278,235,227,241,226,217,221,231,211,220,240,208,75,topic_964,0.052740593
blockchain,0,0,0,0,0,0,0,0,0,0,0,1,11,16,20,69,142,211,406,619,627,619,180,topic_429,0.123350255
listboxitem,2,18,25,36,33,43,37,32,41,40,56,52,28,23,19,23,36,22,24,33,20,13,9,topic_935,0.0137709435
gradient-descent,0,0,0,0,0,0,1,4,6,11,18,16,16,39,48,80,80,91,118,101,118,121,40,topic_697,0.04484728
android-animation,0,1,2,12,12,49,178,250,260,328,349,367,402,450,421,364,307,309,231,209,221,212,59,topic_281,0.110400386
poltergeist,0,0,0,0,0,0,0,0,10,44,55,45,41,52,54,46,48,38,21,15,7,6,1,topic_879,0.018595604
cabal-install,0,0,0,1,6,2,10,13,10,20,14,28,45,34,30,17,11,12,10,8,8,8,1,topic_469,0.015772168
cocoapods,0,0,0,0,0,0,1,6,34,113,205,365,400,588,779,786,834,592,511,433,512,488,172,topic_315,0.3431017
linux-kernel,4,55,102,212,239,390,427,701,804,826,942,1068,816,965,914,821,749,763,718,616,667,660,248,topic_533,0.49547985
qdialog,1,2,2,7,3,17,9,18,23,24,28,31,20,26,16,16,24,27,20,21,15,13,7,topic_521,0.016783925
pinvoke,49,90,146,160,167,228,213,274,226,255,240,231,210,169,157,113,104,92,87,81,98,87,29,topic_658,0.17473547
npgsql,0,4,5,13,8,26,18,31,30,48,45,61,27,58,101,123,108,109,84,99,98,97,40,topic_575,0.042194963
mkannotation,0,0,1,39,35,80,85,108,123,98,84,78,64,71,63,50,53,41,28,37,32,24,3,topic_301,0.0052583055
tag-helpers,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,55,62,38,0,4,24,33,16,topic_955,0.010077346
error-reporting,9,23,34,18,18,15,19,19,33,31,28,32,25,20,10,13,13,12,7,7,6,5,3,topic_495,0.022019064
istio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,75,198,279,105,topic_852,0.020366246
multiple-instances,3,10,9,20,22,39,25,56,57,91,85,74,64,41,44,51,35,34,28,17,40,35,8,topic_451,0.14662902
mesos,0,0,0,0,0,0,0,0,1,0,13,16,38,141,217,199,157,124,108,68,77,57,2,topic_939,0.085410506
throttling,4,16,11,14,13,22,24,27,46,43,31,44,21,36,43,33,40,43,43,54,53,51,21,topic_107,0.046747576
pie-chart,0,4,12,10,23,43,46,74,108,153,150,162,139,140,126,154,132,155,134,125,136,108,43,topic_954,0.047068
shapes,2,9,17,25,36,31,43,51,81,91,94,90,86,76,59,66,60,55,47,36,151,171,38,topic_599,0.12065718
genfromtxt,0,0,0,0,2,2,1,3,11,16,17,17,8,24,14,21,21,9,25,19,11,16,2,topic_198,0.03140518
powercli,0,0,0,1,1,12,7,7,12,15,27,19,17,26,28,21,36,39,32,37,36,23,11,topic_838,0.007127533
audiotoolbox,0,0,0,6,16,20,23,25,18,24,25,27,19,12,20,17,14,20,6,12,12,11,5,topic_409,0.013217996
objective-c-blocks,0,0,2,11,58,113,166,204,270,308,239,315,249,171,132,91,75,43,33,34,27,21,10,topic_361,0.11905204
log4j,32,92,144,201,260,316,416,417,520,540,519,492,488,523,465,441,407,391,314,312,338,304,102,topic_829,0.14694901
orc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,31,32,46,34,49,41,38,26,topic_183,0.013678008
wso2esb,0,0,1,0,0,0,6,99,231,322,280,275,217,230,276,296,258,271,196,126,178,149,45,topic_502,0.1079517
aspxgridview,0,3,12,13,27,59,64,51,35,31,60,45,45,33,23,20,24,24,31,19,29,18,13,topic_635,0.028973047
form-submit,5,17,52,82,107,134,144,187,134,203,204,181,152,158,137,123,85,117,81,93,90,87,39,topic_443,0.2777541
aurelia,0,0,0,0,0,0,0,0,0,0,0,0,0,122,279,475,747,603,362,222,149,137,26,topic_22,0.1272141
classpath,37,64,85,135,168,249,266,357,311,323,306,295,276,268,205,208,162,146,142,112,116,98,29,topic_305,0.29831415
nsjsonserialization,0,0,0,0,0,0,3,32,57,97,76,75,48,33,49,50,44,26,16,21,24,18,6,topic_467,0.03088554
httparty,0,0,2,3,16,15,22,42,17,23,33,30,41,41,43,45,34,29,21,20,28,39,4,topic_887,0.032738455
topojson,0,0,0,0,0,0,0,1,0,21,60,60,43,59,41,34,37,62,27,34,20,27,11,topic_510,0.020175206
orm,176,326,495,911,1050,722,762,833,774,840,890,863,869,943,890,830,729,712,612,576,594,601,178,topic_7,0.66701037
linq-to-sql,403,1021,1370,1458,1282,1393,1129,1038,823,741,615,500,351,390,309,326,236,261,175,166,177,144,46,topic_926,0.48817745
android-cardview,0,0,0,0,0,0,0,0,0,0,0,3,89,186,232,278,199,207,170,171,147,149,40,topic_737,0.023467565
amazon-dynamodb,0,0,0,0,0,1,0,129,130,117,167,182,205,358,431,600,602,807,754,856,876,1077,307,topic_440,0.11083866
polyfills,0,0,0,0,1,4,10,21,15,30,23,24,36,22,30,37,27,54,62,52,71,60,29,topic_186,0.13639449
location,10,23,62,100,197,369,375,447,479,565,531,511,449,513,498,547,519,510,381,361,352,343,102,topic_560,0.34232175
android-8.1-oreo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,86,87,36,8,topic_587,0.012250405
osb,0,0,0,2,6,6,3,11,17,18,29,38,21,39,43,35,39,31,32,29,25,32,7,topic_329,0.023666805
tagging,15,26,36,39,45,62,57,63,55,46,47,38,24,31,29,29,17,31,18,22,17,30,12,topic_27,0.035465483
stm32,1,0,1,2,4,5,14,21,27,29,51,84,89,113,112,136,144,248,224,252,300,367,116,topic_564,0.047432356
android-actionbar-compat,0,0,0,0,0,0,2,2,4,7,169,147,129,96,45,17,12,10,6,6,3,3,3,topic_810,0.045903016
expressionengine,2,9,15,14,28,88,123,172,319,120,104,63,46,30,33,27,18,13,10,8,12,8,3,topic_15,0.12571086
repository,29,87,169,230,252,415,412,447,457,453,470,405,363,351,331,378,315,306,270,315,319,296,91,topic_262,0.25951985
spring-4,0,0,0,0,0,0,0,0,0,1,12,55,108,70,73,73,84,50,31,22,10,14,3,topic_407,0.008251641
optimization,315,537,755,868,1084,1327,1303,1468,1539,1730,1660,1483,1357,1500,1579,1496,1529,1551,1400,1280,1394,1532,543,topic_710,0.2341972
event-handling,54,209,353,319,397,553,641,626,689,788,667,585,451,539,462,440,396,391,329,353,343,378,110,topic_726,0.60417664
functional-testing,4,8,18,44,56,79,71,75,101,85,87,99,98,99,89,72,56,50,40,49,44,42,10,topic_484,0.0437209
spring-3,0,0,0,1,14,45,66,110,113,109,79,71,47,19,16,8,7,4,3,9,8,6,0,topic_369,0.1094781
buildpath,0,1,3,7,10,15,12,27,30,37,36,46,39,30,19,14,11,13,6,8,6,11,2,topic_922,0.032093734
rake-task,0,0,0,0,12,17,33,38,54,45,43,46,34,53,54,44,38,44,16,23,21,20,4,topic_796,0.031259246
gevent,0,0,0,6,9,19,36,67,95,91,92,78,62,54,49,60,41,35,38,42,45,51,16,topic_204,0.09414587
connection,45,107,174,211,231,392,403,490,512,611,540,518,454,457,417,436,412,363,328,358,388,355,134,topic_812,0.4529933
tortoisehg,6,7,14,60,66,82,90,90,85,102,48,70,54,49,48,40,38,28,24,17,26,22,9,topic_293,0.006814331
nsoperation,0,2,23,30,38,82,58,80,84,85,80,75,55,51,57,45,50,32,10,15,11,3,4,topic_298,0.020939568
picasso,0,0,0,0,0,0,0,0,0,0,42,125,206,234,325,297,237,206,168,161,136,148,36,topic_587,0.12498651
stylesheet,14,47,69,100,120,208,211,180,232,258,225,232,212,117,89,70,72,80,87,76,63,55,13,topic_55,0.10374968
yolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,55,97,192,80,topic_555,0.00922286
wifi,8,14,50,88,130,239,232,312,317,331,317,356,249,357,323,312,254,235,189,120,140,163,61,topic_212,0.32053512
scroll,39,120,243,363,465,750,924,1093,1196,1451,1389,1299,1129,1110,1036,976,809,813,694,661,723,710,212,topic_744,0.61069727
otp,1,7,9,10,22,39,33,33,29,29,25,37,39,24,54,67,51,49,35,24,34,16,7,topic_183,0.028775431
iphone,625,3822,9307,15507,21421,27936,26315,23836,20362,15544,12333,8026,6114,6074,5695,4255,3423,2992,2371,1429,1391,856,278,topic_444,0.97820354
push,6,11,48,79,112,161,190,266,288,302,251,286,318,287,295,272,254,231,211,204,212,179,44,topic_315,0.2266868
typeface,0,0,0,0,6,22,22,30,30,29,45,43,26,25,22,11,9,11,13,11,7,7,3,topic_904,0.02431752
directoryservices,7,23,24,34,37,51,48,63,44,45,33,24,48,33,39,18,36,18,23,14,22,16,4,topic_85,0.0154947685
android-recyclerview,0,0,0,0,0,1,0,0,0,0,0,6,256,979,1707,2371,2248,2187,2182,2297,2367,2304,814,topic_883,0.56282294
xlib,1,8,16,22,45,38,36,62,44,54,65,61,52,55,72,34,41,30,22,21,28,40,15,topic_299,0.02544159
workflow-activity,3,3,20,15,13,36,35,28,25,27,17,23,23,21,14,14,16,6,0,3,0,1,0,topic_251,0.023295885
lift,1,7,33,45,95,131,185,157,97,112,87,52,29,19,11,7,9,11,6,3,9,3,2,topic_109,0.057499345
fullpage.js,0,0,0,0,0,0,0,0,0,0,25,78,88,149,138,129,109,99,75,70,44,54,16,topic_17,0.032228887
owl-carousel-2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,24,27,24,40,30,28,37,24,10,topic_170,0.012677071
userscripts,0,2,7,22,15,45,59,94,70,61,59,54,56,41,38,45,51,41,31,42,64,60,17,topic_165,0.06304489
xml-namespaces,7,19,42,54,90,126,107,131,116,195,139,122,107,125,96,89,97,67,51,84,65,65,20,topic_3,0.1358534
gitolite,1,1,0,1,7,44,56,76,95,75,56,45,36,31,22,28,21,18,10,12,9,2,1,topic_334,0.05732143
alembic,0,0,0,0,0,0,0,2,10,20,18,34,30,35,40,43,31,30,27,34,39,45,23,topic_377,0.038044386
firefox-addon-sdk,0,4,1,8,8,17,76,139,165,123,197,259,277,244,252,161,71,27,5,12,4,10,1,topic_400,0.04269103
sqlexception,4,4,7,16,22,41,34,60,44,73,48,66,42,57,48,27,29,31,31,25,32,26,5,topic_116,0.056368046
