Tag,H2.2008,H1.2009,H2.2009,H1.2010,H2.2010,H1.2011,H2.2011,H1.2012,H2.2012,H1.2013,H2.2013,H1.2014,H2.2014,H1.2015,H2.2015,H1.2016,H2.2016,H1.2017,H2.2017,H1.2018,H2.2018,H1.2019,H2.2019,TopicNumber,Propensity
jacoco,0,0,0,0,0,1,5,25,19,41,52,83,84,108,95,93,110,127,109,114,99,118,44,topic_981,0.031711005
spring-data-mongodb,0,0,0,0,0,0,2,2,41,66,78,101,152,151,161,165,150,194,183,224,217,256,58,topic_1465,0.027399994
treeview,69,191,270,305,325,397,373,383,467,470,526,494,444,426,443,435,370,354,344,315,289,284,80,topic_787,0.4085787
wxwidgets,41,71,78,136,111,140,179,216,253,206,197,234,193,202,176,179,165,125,129,116,102,69,24,topic_1356,0.1351833
symbian,32,53,94,125,135,158,112,87,51,25,10,10,8,2,0,5,0,0,0,1,0,0,0,topic_1291,0.08939709
libstdc++,0,6,5,6,17,13,21,16,22,52,36,35,41,44,40,37,26,38,32,35,31,29,10,topic_1320,0.012867164
sharpsvn,3,11,18,33,20,22,17,19,26,21,14,17,18,13,8,6,3,7,7,3,9,4,1,topic_475,0.037097584
emmet,0,0,5,2,4,12,15,23,15,28,34,47,41,31,33,37,31,21,34,43,29,36,12,topic_253,0.19526628
pypi,0,2,11,3,9,13,12,22,28,41,39,52,35,49,47,69,62,69,105,82,84,103,46,topic_820,0.12965664
synchronization,78,167,252,283,310,483,422,525,526,560,491,462,397,406,442,491,496,467,438,388,399,358,115,topic_919,0.69847834
mailto,5,7,17,20,32,41,51,52,54,71,73,67,64,45,55,62,44,43,32,36,40,44,11,topic_863,0.09886831
nomethoderror,0,0,0,0,2,21,40,35,31,48,43,39,50,39,41,30,26,15,20,10,13,9,1,topic_1436,0.07568534
handler,6,19,29,63,97,167,236,246,228,291,265,265,186,202,157,136,114,139,108,105,97,111,40,topic_487,0.24964088
heatmap,1,3,8,12,14,22,43,56,73,112,126,138,143,171,171,170,192,214,179,208,230,236,94,topic_489,0.57283896
bs4,0,0,0,0,0,0,0,0,1,0,2,0,1,21,46,79,85,108,65,0,0,0,0,topic_633,0.0450229
sse,6,5,19,31,36,76,95,116,125,145,166,141,102,113,108,102,99,93,77,57,65,60,25,topic_893,0.16493472
sigabrt,0,0,1,6,16,32,73,70,52,53,55,38,36,41,44,36,46,35,40,34,28,29,12,topic_554,0.28042135
oracle-sqldeveloper,5,9,29,25,34,36,66,93,119,151,294,390,337,376,346,399,318,311,348,268,343,339,96,topic_556,0.5311236
n-gram,0,1,5,6,8,14,18,16,22,25,29,40,39,28,64,57,36,68,48,46,47,50,11,topic_573,0.18443409
ssh,72,109,164,244,337,524,660,835,914,963,1342,1428,1462,1514,1542,1776,1451,1553,1459,1162,1215,1077,419,topic_968,0.6155828
paint,5,26,37,54,71,131,127,195,179,260,235,278,150,141,134,127,74,89,60,64,48,71,16,topic_1353,0.028397275
ssl,159,276,373,510,629,923,1074,1380,1448,1507,1866,2327,2444,2696,2797,3129,2717,2960,2644,2285,2425,2301,779,topic_70,0.76986116
sqlplus,19,23,43,40,62,65,102,121,142,162,174,204,170,166,118,156,133,164,121,145,138,140,48,topic_42,0.021541987
google-fit,0,0,0,0,0,0,0,0,0,0,0,0,27,77,64,98,66,59,50,54,47,76,27,topic_878,0.11922504
caanimation,0,0,1,8,13,22,31,23,27,38,29,29,21,28,28,26,20,11,24,13,17,22,1,topic_1305,0.026553076
reddit,1,4,6,9,7,9,24,22,39,40,39,61,53,52,49,61,60,71,60,51,55,58,24,topic_1485,0.17322193
friend,11,18,17,30,63,66,69,68,65,97,80,80,75,78,80,63,50,53,36,49,44,42,10,topic_1088,0.115913555
ienumerable,26,70,112,120,157,194,168,199,189,207,194,166,137,156,154,133,131,120,77,79,104,78,35,topic_1117,0.09316114
mobile-application,0,3,1,4,12,26,51,55,53,68,59,64,49,88,64,66,64,64,61,70,76,90,20,topic_1050,0.07536727
node-mysql,0,0,0,0,0,0,0,12,16,41,48,60,53,52,51,63,41,37,30,23,18,24,11,topic_1160,0.017066872
iostream,19,29,40,81,105,134,125,140,125,165,143,157,135,97,98,98,86,69,75,57,54,54,20,topic_1356,0.085112415
laravel-blade,0,0,0,0,0,0,0,0,1,3,1,7,3,9,55,184,188,219,211,259,422,417,138,topic_24,0.10156776
std,5,31,39,40,85,109,176,207,268,312,255,259,213,205,227,196,182,170,166,174,187,160,55,topic_316,0.1341807
powershell-remoting,1,2,1,7,8,26,31,40,38,54,57,56,39,54,53,64,51,59,57,49,43,59,18,topic_308,0.19423163
ms-word,130,230,279,340,426,526,460,585,645,772,791,774,653,746,834,884,755,805,770,799,912,989,380,topic_1351,0.9656552
stl,178,335,396,543,661,722,763,772,863,831,887,823,669,721,630,654,611,522,447,408,379,301,121,topic_1271,0.833092
interpreter,22,38,58,72,88,98,100,118,107,90,104,96,91,94,87,89,85,100,53,61,70,68,17,topic_339,0.07329182
plinq,0,5,9,17,14,29,25,30,33,24,19,17,21,15,13,10,12,13,4,8,5,7,1,topic_438,0.052436866
extjs4.2,0,0,0,0,0,0,0,0,12,173,361,300,222,133,77,88,38,30,26,26,20,10,5,topic_515,0.103629775
extjs4.1,0,0,0,0,0,0,0,118,535,444,274,121,93,52,36,36,23,15,14,11,7,5,0,topic_515,0.121607766
entity-framework-core,0,0,0,0,0,0,0,0,0,1,1,1,25,78,263,489,725,779,849,1173,1217,1503,559,topic_5,0.505612
tridion-2011,0,0,0,0,0,0,0,72,369,139,6,4,1,1,0,2,2,0,0,0,0,0,0,topic_60,0.0067684413
twilio,0,0,0,2,13,30,53,61,74,124,279,270,305,397,400,523,544,620,674,520,571,589,251,topic_222,0.576835
go-templates,0,0,0,0,0,0,0,2,7,8,8,5,16,14,11,31,34,38,41,35,47,51,18,topic_482,0.011540183
mainframe,8,22,26,24,31,26,39,40,30,45,38,52,54,67,62,50,48,81,72,42,69,61,18,topic_1150,0.058965743
immutability,15,52,51,78,86,123,122,111,135,151,133,151,144,171,166,194,192,175,183,184,164,137,50,topic_958,0.24955782
angular-datatables,0,0,0,0,0,0,0,0,0,0,0,0,1,3,41,69,63,52,59,71,66,77,13,topic_1283,0.028696826
bpmn,0,1,1,1,5,14,16,16,23,21,31,43,61,66,49,65,64,64,44,52,63,65,22,topic_857,0.13564613
grunt-contrib-watch,0,0,0,0,0,0,0,0,0,0,61,62,82,66,59,30,25,12,11,8,11,4,0,topic_1139,0.0355
sum,6,45,64,99,113,187,268,385,467,648,615,718,679,737,647,690,669,688,642,636,651,535,171,topic_664,0.5485802
android-edittext,0,4,14,59,156,426,474,626,699,755,833,883,751,691,742,763,665,555,539,438,419,345,135,topic_1103,0.88522077
complexity-theory,32,49,60,68,123,150,135,168,177,319,203,190,159,177,129,130,110,121,88,119,128,128,33,topic_719,0.1750044
event-sourcing,0,1,0,1,5,10,21,23,17,27,16,30,39,35,59,53,56,73,74,96,92,82,32,topic_1138,0.023583444
paypal-adaptive-payments,0,0,2,1,2,6,3,48,72,104,116,132,68,79,106,91,42,40,26,16,21,15,6,topic_404,0.16751184
ngfor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,126,258,226,263,306,233,61,topic_351,0.2867303
ocmock,0,2,10,6,8,16,16,27,28,52,57,37,34,39,37,47,17,7,9,7,7,3,0,topic_1186,0.032729853
language-agnostic,661,758,707,837,884,630,482,390,385,375,309,249,193,155,182,144,134,106,81,70,74,81,25,topic_802,0.3770265
managed,14,33,32,61,50,67,63,45,55,58,43,47,34,32,34,33,27,19,11,28,20,14,6,topic_1143,0.06776164
youtube-iframe-api,0,0,0,0,0,0,0,0,2,2,10,24,26,32,55,71,80,57,37,43,64,60,32,topic_896,0.033795994
arcpy,0,0,0,0,1,1,3,12,17,28,33,52,43,43,62,54,31,41,26,22,39,43,16,topic_193,0.17745498
netbeans,84,220,393,632,700,971,1155,1442,1240,1447,1611,1849,1578,1505,1337,1264,1008,1080,798,713,605,650,167,topic_701,0.7989179
csom,0,0,0,0,1,0,1,0,1,16,24,52,62,63,69,57,48,50,78,51,56,72,22,topic_1070,0.061779384
gemfile,0,0,0,0,1,3,39,46,54,64,52,65,27,36,36,34,30,42,21,22,19,16,2,topic_893,0.053645972
activemq,27,26,28,73,82,118,154,227,268,312,341,339,336,349,332,326,293,327,245,258,249,255,91,topic_1094,0.3010131
subreport,2,16,20,21,15,17,28,24,44,42,48,43,59,28,38,49,48,44,20,18,24,29,13,topic_525,0.049519267
svg,37,52,121,184,274,465,646,946,1270,1440,1752,2145,2090,2425,2502,2596,2344,2404,2222,1895,1978,2077,697,topic_1361,0.93910813
svn,771,1087,1433,1638,1620,1877,1793,1880,1759,1622,1641,1601,1217,1134,999,797,672,603,540,423,409,347,104,topic_416,0.5120912
svm,1,2,10,22,18,37,42,114,126,200,213,293,205,307,255,374,236,265,237,244,224,297,102,topic_1261,0.3598078
store,2,4,23,31,68,122,169,175,206,235,197,177,145,157,148,114,105,108,115,135,130,135,46,topic_1150,0.16168407
gyroscope,1,0,0,1,5,29,49,47,42,44,51,37,46,51,48,39,49,40,21,27,32,25,13,topic_1171,0.053112287
memory-leaks,89,185,373,528,659,969,1033,1042,1028,1008,1121,1041,930,969,1005,943,833,816,670,603,553,593,181,topic_217,0.7153513
splunk,1,0,3,1,2,5,14,27,31,27,29,39,42,57,77,60,70,57,85,98,120,154,75,topic_1485,0.21785204
pytz,1,2,6,2,3,10,15,19,37,21,30,25,33,27,33,31,20,24,25,24,36,34,9,topic_396,0.008510168
testng,6,10,22,35,55,96,133,169,216,265,359,315,402,470,531,537,460,491,478,494,529,456,140,topic_33,0.6326182
epplus,0,0,0,0,0,3,15,24,61,68,59,63,64,103,121,133,126,130,127,125,134,144,31,topic_581,0.11010101
contacts,1,14,22,77,120,169,169,207,195,147,147,130,105,120,147,120,96,70,54,42,99,101,30,topic_1164,0.20252194
csrf,8,7,25,52,46,109,106,137,156,137,179,217,203,241,245,258,212,250,222,224,225,187,99,topic_821,0.38943896
express,0,0,0,1,10,187,444,839,1248,1543,2118,2658,2686,3236,3553,4215,4433,4797,4586,5175,5386,6162,2149,topic_816,0.6564136
frequency,5,13,19,24,34,59,44,74,91,106,119,160,134,141,120,140,129,149,111,121,123,115,41,topic_933,0.1659841
swt,28,92,110,151,180,247,346,389,498,410,455,507,445,306,319,239,212,243,174,136,130,127,28,topic_1289,0.60343206
cartopy,0,0,0,0,0,0,0,0,4,3,5,8,14,6,14,20,17,21,28,40,57,69,28,topic_355,0.0067548146
neo4jclient,0,0,0,0,0,0,0,9,16,54,71,79,55,43,64,55,14,27,30,24,10,11,3,topic_11,0.6256983
r-caret,0,0,0,0,0,1,3,6,5,12,32,53,59,137,144,142,129,130,169,155,133,133,36,topic_549,0.073271364
sweetalert,0,0,0,0,0,0,0,0,0,0,0,0,8,23,59,81,83,106,89,80,80,83,23,topic_687,0.19441402
tizen,0,0,0,0,0,0,1,4,13,40,74,54,75,73,61,96,122,101,98,63,64,77,25,topic_1275,0.35166326
lotus-notes,18,31,81,67,69,71,112,206,187,221,274,300,230,254,192,140,147,111,123,93,80,119,59,topic_752,0.3348426
web-services,690,1333,1628,2027,2254,3178,3316,4064,3978,4054,4011,4259,3560,3502,3351,3085,2671,2393,1908,1383,1185,1092,289,topic_84,1.0
tapestry,7,15,17,32,41,39,70,66,86,96,115,59,46,54,37,29,33,44,20,20,16,23,2,topic_1013,0.043570813
oracle,661,1002,1693,1832,2222,2947,3571,4054,4843,5505,6421,7083,6746,7163,7098,7312,6659,7224,6749,6715,6826,6704,2155,topic_42,0.919699
doubly-linked-list,0,0,1,0,0,2,17,28,42,59,68,102,71,113,82,115,95,71,78,92,64,93,21,topic_848,0.14519034
fetch-api,0,1,0,0,0,0,0,0,0,0,0,0,1,15,34,87,91,189,265,218,229,211,88,topic_889,0.27538195
stderr,1,14,24,31,37,43,45,49,59,83,64,61,60,47,72,59,57,63,46,45,46,56,16,topic_1365,0.34368995
copy-paste,15,44,56,67,63,76,82,120,99,131,161,142,121,156,148,151,160,160,159,152,161,127,49,topic_1273,0.06777935
android-espresso,0,0,0,0,0,1,0,0,0,0,28,83,96,171,220,331,325,329,252,221,233,307,76,topic_1056,0.034531407
uibezierpath,0,0,0,1,1,15,15,64,60,102,82,103,102,102,119,157,124,117,96,83,78,66,24,topic_703,0.17956361
css3,5,19,61,193,423,1125,1817,2803,4032,5755,6405,6834,5832,6050,5623,6025,5470,5588,5050,4136,3273,2845,0,topic_728,0.99568397
progress-bar,20,49,110,171,171,282,349,378,409,446,353,393,317,346,324,356,323,285,245,289,255,266,101,topic_474,1.0
keycloak,0,0,0,0,0,0,0,0,0,0,0,0,2,14,43,75,88,153,242,349,465,541,230,topic_1415,0.3975751
database-project,4,3,16,16,26,33,39,36,34,46,30,43,39,30,41,38,16,21,15,15,15,13,5,topic_268,0.20035212
sys,0,3,2,5,7,11,16,11,16,21,26,38,27,38,40,44,45,57,47,62,39,61,25,topic_944,0.16493776
uislider,0,2,23,36,35,90,99,99,119,115,111,107,64,75,100,91,65,69,51,49,48,38,17,topic_179,0.13499144
revit-api,0,0,1,2,5,2,6,11,7,11,12,20,20,10,31,23,40,55,27,41,49,62,20,topic_529,0.045207955
flush,10,13,27,27,34,45,56,60,48,71,73,73,68,62,36,38,47,56,31,38,50,26,12,topic_1161,0.23759541
filesystemwatcher,13,14,22,37,32,44,84,77,81,65,59,66,50,40,54,55,46,36,39,49,34,45,15,topic_1337,0.051858425
openwrt,0,0,0,1,5,9,9,16,21,25,44,60,55,56,60,54,70,91,57,51,46,44,14,topic_750,0.12657614
stomp,4,9,7,8,10,13,10,17,30,32,19,56,76,76,63,97,88,86,72,70,75,95,40,topic_1202,0.106764466
wampserver,1,5,18,43,40,60,55,121,120,143,195,198,192,180,168,197,134,165,109,116,89,65,16,topic_673,0.29504806
figure,0,2,8,14,14,21,34,36,44,41,67,71,64,70,72,73,59,66,63,53,68,75,26,topic_550,0.18143606
pubnub,0,0,0,0,0,0,6,15,34,14,18,60,84,104,130,146,127,81,39,49,29,24,6,topic_871,0.0753962
delphi-10.1-berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,137,158,85,64,31,22,8,topic_581,0.03881674
inline-assembly,3,8,31,41,56,77,42,82,109,96,87,105,75,71,74,106,71,61,87,85,75,76,37,topic_982,0.33176368
mongoose-populate,0,0,0,0,0,0,0,0,0,1,2,1,22,33,37,79,69,72,67,59,72,95,27,topic_428,0.0121993655
docker-container,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,26,64,74,84,92,93,101,25,topic_1253,0.11195069
behat,0,0,0,0,0,4,12,21,39,53,94,79,97,97,97,99,98,69,49,44,37,57,15,topic_754,0.020798866
android-4.4-kitkat,0,0,0,0,0,0,0,0,1,0,212,357,255,156,118,91,76,54,60,29,23,27,6,topic_470,0.07654399
python-telegram-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,36,50,92,80,79,73,44,topic_1418,0.016664386
autofixture,0,0,1,1,3,12,8,12,24,42,36,36,36,29,42,46,38,19,26,20,11,26,10,topic_95,0.25172964
openedge,2,3,8,3,1,7,6,54,44,23,51,77,68,67,51,70,79,68,67,43,76,72,20,topic_1107,0.050547823
migration,97,174,206,226,275,314,331,353,371,409,385,383,397,464,448,479,455,435,379,465,467,481,170,topic_643,0.41774616
binary-data,7,25,25,38,50,65,67,102,72,92,51,96,67,55,61,48,50,38,49,49,65,66,17,topic_820,0.16571656
nested-attributes,0,0,8,32,34,68,90,144,141,143,147,129,107,108,96,94,91,64,20,28,26,14,10,topic_1436,0.23674017
ubuntu-12.04,0,0,0,0,0,0,0,70,436,490,526,520,278,186,119,81,51,29,17,8,8,5,1,topic_873,0.29768816
frameworks,167,298,384,477,563,712,559,689,585,576,504,551,494,492,516,498,413,437,363,368,336,396,129,topic_499,0.3230689
app-inventor,0,0,0,0,13,17,11,11,17,24,22,35,38,79,57,60,28,35,37,28,38,37,16,topic_490,0.08241455
mousemove,0,2,7,14,16,36,45,61,72,103,74,65,39,37,38,39,33,19,39,22,34,32,7,topic_341,0.13349436
callkit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,76,67,64,48,55,21,topic_168,0.09639126
cheerio,0,0,0,0,0,0,0,0,0,11,29,34,46,38,90,71,64,96,88,90,102,146,37,topic_1283,0.052723385
android-launcher,0,0,0,2,6,4,11,6,40,52,49,57,54,34,46,30,44,42,38,35,33,18,5,topic_1293,0.015902836
onresume,0,0,1,3,12,27,44,42,46,75,66,57,49,39,42,36,26,20,20,21,15,15,5,topic_600,0.23537855
children,5,10,20,47,34,54,69,66,70,105,119,94,73,87,63,57,51,65,62,60,63,46,21,topic_443,0.26725346
jquery-select2,0,0,0,0,0,0,0,2,50,231,253,283,269,344,346,191,162,244,334,318,342,323,103,topic_908,0.10572417
eclipse-plugin,60,130,214,279,330,583,693,838,891,831,748,778,787,652,538,490,432,434,347,333,285,271,72,topic_1175,0.64911866
jgit,0,0,1,0,1,11,14,18,48,31,47,53,58,50,45,50,47,47,51,56,31,48,20,topic_876,0.030889021
laravel-passport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,137,140,152,197,194,79,topic_523,0.10828754
qunit,2,4,7,13,12,28,51,70,89,112,94,111,88,90,46,54,67,49,28,25,17,16,4,topic_1054,0.18846697
google-assistant-sdk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,125,148,145,163,47,topic_1037,0.06912126
href,8,19,44,61,100,145,174,204,238,309,315,290,231,254,229,233,195,246,180,169,187,173,60,topic_498,0.4795605
node-sass,0,0,0,0,0,0,0,0,0,0,0,6,10,25,27,49,37,44,60,68,72,90,24,topic_228,0.13328075
filebeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,122,72,86,123,139,48,topic_1023,0.045994733
dynamic-linking,9,5,16,37,45,73,58,46,65,79,54,84,73,66,83,76,64,55,52,51,66,58,19,topic_286,0.15414524
wpftoolkit,2,34,101,90,76,70,74,61,53,76,64,55,50,32,37,33,15,20,29,17,20,20,5,topic_1315,0.103003
caffe,0,0,0,0,0,0,0,0,0,0,0,0,8,111,257,407,529,537,310,256,192,136,44,topic_702,0.360643
hashcode,10,23,40,49,55,67,69,90,95,106,127,114,142,118,101,81,80,91,58,52,79,58,20,topic_7,0.29599038
custom-element,0,0,0,0,0,0,0,1,0,0,0,2,21,35,31,39,77,79,52,41,70,109,29,topic_167,0.11606073
appdelegate,0,1,0,2,1,2,3,3,102,140,139,128,148,177,113,144,112,104,91,83,83,77,20,topic_40,0.08071228
suitescript2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,62,118,140,32,topic_226,0.0280773
concatenation,24,43,72,92,112,146,191,210,327,373,337,400,345,412,354,423,367,421,355,433,362,392,115,topic_390,0.27029
saas,10,17,24,31,36,42,40,70,50,48,38,40,41,47,33,55,42,52,44,31,42,40,10,topic_107,0.14457434
python-social-auth,0,0,0,0,0,0,0,0,0,0,5,51,72,54,54,54,38,28,29,30,24,24,9,topic_1479,0.020581754
google-play-console,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1,15,78,75,130,193,103,topic_1164,0.050949987
gnupg,7,10,14,19,30,36,31,56,64,51,62,69,68,75,83,85,64,69,87,95,106,88,36,topic_721,0.07532302
fragment-backstack,0,0,0,0,0,1,0,0,1,0,0,1,10,30,36,40,33,32,32,16,16,13,10,topic_740,0.024347827
guice,0,18,36,65,64,124,178,200,173,180,184,149,135,167,175,193,200,169,125,107,96,122,35,topic_807,0.17446421
gmail,31,70,109,142,243,332,322,421,466,480,473,474,473,503,507,470,428,457,402,423,474,562,152,topic_202,0.30585968
css-sprites,4,18,23,33,48,80,78,93,87,80,73,53,31,30,23,12,20,16,16,4,14,9,4,topic_482,0.026980372
pythonanywhere,0,0,0,0,0,0,3,5,13,9,21,19,36,50,45,56,51,79,66,58,59,70,20,topic_859,0.3868872
range,9,46,91,109,122,190,220,270,359,420,471,474,449,481,472,482,469,494,495,430,451,429,121,topic_394,0.46469682
travis-ci,0,0,0,0,0,1,4,14,34,67,85,154,193,335,365,363,348,338,313,281,312,345,110,topic_686,0.30200678
primeng-datatable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,117,67,52,40,17,topic_570,0.074247025
plist,5,16,73,135,184,237,285,327,290,286,238,195,166,131,141,123,93,70,65,76,55,55,25,topic_1186,0.23187788
eclipselink,1,14,23,76,136,189,193,338,344,411,393,334,324,314,270,265,212,226,205,131,129,141,40,topic_1025,0.31965208
selecteditem,7,17,45,49,34,54,43,60,51,79,62,70,49,55,44,37,30,29,20,31,23,22,4,topic_502,0.04848937
datagrid,61,196,421,477,642,852,838,867,779,888,1057,964,761,785,791,753,627,656,517,390,403,359,152,topic_223,0.80569553
opengl-3,0,0,1,4,22,21,31,43,56,75,68,74,49,41,30,31,23,24,21,28,35,21,9,topic_1471,0.012391442
apache-spark-ml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,97,106,105,104,88,104,68,15,topic_1331,0.06831261
opengl-4,0,0,0,0,1,8,2,12,8,19,17,26,26,27,28,34,29,18,19,22,11,21,5,topic_1174,0.030952156
android-appwidget,0,0,1,15,51,56,84,91,94,74,72,68,59,54,60,36,26,19,10,22,16,11,3,topic_491,0.3003603
amqp,3,5,17,38,39,60,70,80,91,112,123,129,121,141,164,138,95,120,110,93,125,123,25,topic_1129,0.10145875
android-service-binding,0,0,0,0,0,0,0,0,1,1,4,33,37,29,39,47,50,37,21,20,18,18,9,topic_117,0.029549755
twisted,10,31,73,104,193,173,181,186,200,240,236,231,197,180,175,165,120,132,132,104,94,73,23,topic_109,0.19456092
http-get,5,6,10,14,25,48,49,88,74,115,99,91,80,64,93,100,70,67,74,69,48,60,19,topic_873,0.14388262
jira-plugin,0,0,0,0,6,10,21,32,36,55,35,29,40,65,59,57,49,52,31,28,24,39,15,topic_769,0.014849858
oncreate,0,1,0,5,22,30,52,64,58,84,62,108,58,68,52,54,43,35,32,27,39,24,3,topic_1293,0.024237934
token,5,15,47,72,58,100,119,154,178,247,260,282,274,365,351,351,356,365,354,358,422,356,144,topic_1045,0.6796672
angular-httpclient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,216,243,289,64,topic_1425,0.23171355
filter,25,102,229,290,384,594,671,684,835,1076,1049,1114,1146,1231,1285,1356,1175,1392,1268,1259,1419,1539,539,topic_770,0.8259496
auto-increment,9,37,64,87,81,132,131,149,124,172,155,139,123,110,115,106,90,99,79,82,64,86,23,topic_731,0.37886944
uitableview,27,205,659,1288,1544,2628,2865,3359,3263,3587,4250,4473,4120,4391,4536,3988,3362,3035,2812,2162,1765,1611,456,topic_1419,0.6358438
tinkerpop,0,0,0,0,0,0,0,2,1,8,25,30,34,31,31,36,51,27,40,54,66,63,22,topic_632,0.065118626
rename,17,20,48,57,71,109,121,147,182,246,249,240,260,246,237,277,188,206,212,195,222,207,60,topic_419,0.21236767
right-to-left,1,7,16,25,28,38,63,56,87,84,71,90,74,77,103,78,86,83,81,74,100,65,16,topic_698,0.09465773
php-7,0,0,0,0,0,1,1,1,0,1,0,0,1,18,93,285,367,391,309,301,234,243,75,topic_1093,0.08171041
multimap,4,13,6,17,17,29,30,40,50,46,40,50,38,42,34,48,29,24,21,34,22,20,6,topic_839,0.006520073
serial-port,49,129,143,177,228,346,384,487,591,702,684,722,575,543,492,561,500,520,379,393,445,504,148,topic_96,0.43509668
serverless-framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,74,147,220,201,249,291,118,topic_977,0.071077004
uppercase,5,9,13,18,22,31,34,41,48,67,68,65,64,74,70,74,52,61,53,47,40,36,15,topic_1014,0.24912979
nameerror,0,0,1,9,9,10,22,24,29,50,46,54,46,45,65,53,54,43,60,59,45,45,18,topic_1410,0.15466772
uitabbaritem,0,2,11,23,28,48,58,57,69,53,56,65,66,69,56,45,49,34,42,34,38,21,10,topic_1463,0.039994832
cortex-m,0,0,0,0,0,1,1,0,5,10,15,21,28,45,34,50,44,54,48,45,42,67,21,topic_1027,0.057254817
nstableview,1,8,53,78,85,110,131,166,167,164,115,159,118,121,107,103,72,75,77,62,46,62,16,topic_1340,0.36781004
dozer,0,4,8,7,16,23,17,29,34,26,41,46,34,42,30,29,19,30,26,25,13,8,14,topic_83,0.040174402
avassetwriter,0,0,0,0,10,35,24,37,36,36,23,39,21,18,26,25,18,25,26,18,25,26,4,topic_444,0.0107912
mahapps.metro,0,0,0,0,0,0,0,0,14,15,45,56,49,70,96,100,74,69,49,42,43,22,7,topic_197,0.11398014
flume,0,0,0,0,5,3,12,17,23,39,86,91,78,130,121,112,90,73,56,55,49,39,13,topic_190,0.1781675
sage,0,2,2,2,8,6,10,25,36,25,35,47,55,49,37,54,51,42,25,39,34,58,17,topic_287,0.058092024
breakpoints,21,45,59,58,79,99,105,127,148,162,138,115,157,138,119,131,122,107,93,97,108,105,40,topic_659,0.18962204
checkstyle,5,12,13,20,33,29,43,59,54,81,76,73,74,74,75,49,47,58,50,51,47,53,14,topic_1139,0.090416655
managed-bean,1,0,0,3,9,51,47,90,96,120,88,71,75,94,60,53,31,30,15,21,16,17,3,topic_689,0.027791088
matlab,58,187,412,865,954,1900,2033,3285,3984,5518,6190,7497,6596,7754,6162,6515,5092,5469,3984,3286,3054,3104,891,topic_216,0.9317238
appstore-approval,0,1,13,23,43,74,66,88,85,82,59,76,72,80,77,72,86,63,33,34,36,52,15,topic_720,0.06669208
default-value,7,26,49,68,63,82,103,101,93,119,87,104,83,81,57,67,68,75,68,63,78,59,15,topic_1257,0.5050157
tar,9,27,27,47,60,76,79,90,109,106,145,146,120,121,116,125,129,106,98,102,95,103,35,topic_1491,0.48180965
slick2d,0,0,0,0,0,0,15,56,75,122,75,94,48,48,44,30,23,19,15,12,5,4,3,topic_727,0.052373283
listactivity,0,0,5,31,55,131,112,98,88,73,45,53,29,26,28,14,10,6,1,0,2,0,3,topic_490,0.11094267
crystal-reports,109,251,347,334,413,466,507,664,671,684,816,887,601,609,662,641,526,523,448,398,458,442,106,topic_437,0.9077914
sqlconnection,10,22,21,27,32,36,40,48,64,57,65,70,53,62,57,41,35,34,26,45,42,32,11,topic_232,0.19668297
datagram,2,6,1,17,11,16,28,24,54,43,51,39,40,34,40,35,32,27,13,23,17,24,9,topic_1045,0.075533025
angular2-forms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,242,533,713,587,318,154,58,13,topic_666,0.15995376
typedef,9,36,48,75,107,115,118,160,155,181,177,175,154,162,142,123,119,114,91,88,88,76,27,topic_1277,0.3784712
magic-methods,0,3,8,16,17,36,19,29,44,40,28,36,26,30,16,13,17,18,16,11,19,16,3,topic_623,0.1305842
data-cleaning,0,1,0,1,4,5,6,7,8,16,14,11,40,44,63,101,93,145,135,163,170,208,71,topic_1443,0.07459007
rmysql,0,0,0,0,3,5,7,11,14,18,7,25,24,36,27,30,31,25,29,28,24,22,4,topic_1174,0.03444371
unique-ptr,0,2,0,7,8,12,23,46,45,95,87,113,102,145,116,121,88,105,85,93,90,96,28,topic_47,0.09262457
url-redirection,2,1,2,2,1,3,3,11,34,54,150,214,258,284,300,259,258,220,249,255,309,313,0,topic_1089,0.1821361
rspec2,0,0,0,0,89,188,236,171,118,128,87,58,26,15,17,2,4,6,2,0,4,2,2,topic_8,0.5147717
