topic_0
okhttp: 0.13566826283931732; 
 pixel-shader: 0.1162494570016861; 
 vacuum: 0.06381525844335556; 
 voicexml: 0.047150108963251114; 
 dense-rank: 9.086226054932922e-05; 
 vxml: 1.1219943871765281e-06; 
 explain: 1.0231453018150205e-08; 
 datastax-java-driver: 4.1313295007228135e-09; 
 ivr: 1.972522319093617e-11; 
 openfeint: 9.248761695737628e-13; 
 top-n: 2.4910482747733664e-13; 
 direct3d11: 1.7747151201418822e-14; 
 database-tuning: 9.047226672258962e-15; 
 shutdown: 4.2217341818598375e-15; 
 in-operator: 3.323259017894652e-15; 
 user-defined-types: 2.8281024034128646e-15; 
 orthogonal: 2.241725846225946e-15; 
 gpuimage: 2.9792687206797546e-16; 
 topic_1782
php: 1.0; 
 laravel: 3.5568757141002383e-12; 
 laravel-3: 2.5805774617887467e-12; 
 laravel-5: 3.9874001876613304e-16; 
 phpseclib: 2.7396626875384183e-16; 
 file-get-contents: 1.372870736211974e-16; 
 file-put-contents: 1.2635553110172941e-16; 
 topic_1783
python-3.x: 0.9562368392944336; 
 nested-lists: 0.0254672784358263; 
 keyerror: 0.007806002162396908; 
 nosetests: 0.006125386338680983; 
 urlparse: 0.0023777801543474197; 
 python-2to3: 0.0019866980146616697; 
 tkinter-entry: 1.2894871802282548e-12; 
 python-unittest: 2.992394743453475e-13; 
 f-string: 2.8167862126441366e-14; 
 traceback: 1.1744722524435845e-14; 
 stringio: 5.208515283433362e-15; 
 kivy-language: 2.7052366745236025e-15; 
 nose: 2.156099073829772e-15; 
 smtplib: 1.794769218091191e-15; 
 python-multithreading: 1.3918273865110844e-15; 
 kivy: 7.064432657019788e-16; 
 mutagen: 4.568231855417285e-16; 
 namedtuple: 3.491922177115619e-16; 
 ray: 2.9332525970289806e-16; 
 isinstance: 2.1526173713698628e-16; 
 topic_1784
clion: 0.27016356587409973; 
 android-framelayout: 0.16522260010242462; 
 lapack: 0.13431765139102936; 
 blas: 0.12243113666772842; 
 android-inflate: 0.09882790595293045; 
 surf: 0.09865809977054596; 
 homography: 0.06622488796710968; 
 conan: 0.02513149566948414; 
 native-activity: 0.018848594278097153; 
 ransac: 0.00015974206326063722; 
 atlas: 1.1401778465369716e-05; 
 layout-inflater: 2.868388037313707e-06; 
 intel-mkl: 1.6891124943185787e-08; 
 matrix-inverse: 7.591811623797184e-09; 
 keypoint: 5.0122666017671236e-09; 
 openblas: 1.8561302495001542e-09; 
 feature-detection: 1.082418460418566e-10; 
 flann: 3.838729334404434e-11; 
 accelerate-framework: 1.528107328174766e-11; 
 armadillo: 4.460211280171711e-12; 
 topic_1785
html-entities: 0.5014221668243408; 
 stdclass: 0.18285249173641205; 
 array-push: 0.12433969974517822; 
 undefined-index: 0.10321007668972015; 
 superglobals: 0.08817553520202637; 
 array-merge: 1.6804143854187714e-08; 
 html-encode: 1.415658812398135e-09; 
 stripslashes: 1.0629110845606846e-13; 
 mysql-real-escape-string: 1.5408601654266947e-14; 
 notice: 7.705885625777786e-15; 
 laravel-collection: 7.272112959587926e-16; 
 utf8-decode: 1.1368509611599736e-16; 
 topic_1786
twitter4j: 0.20233768224716187; 
 workspace: 0.12816931307315826; 
 apt: 0.11782023310661316; 
 objectinputstream: 0.07322439551353455; 
 weld: 0.06939184665679932; 
 dozer: 0.06912650913000107; 
 rjava: 0.06766702979803085; 
 dpkg: 0.055725786834955215; 
 jboss-weld: 0.048812370747327805; 
 fortran95: 0.04205969721078873; 
 jgrasp: 0.03741588443517685; 
 java-server: 0.024943923577666283; 
 spritebatch: 0.02414783649146557; 
 derived-types: 0.01976938359439373; 
 jmap: 0.019371341913938522; 
 eofexception: 1.6603913536528125e-05; 
 objectoutputstream: 9.147395729769414e-08; 
 object-object-mapping: 7.477241581455019e-08; 
 deltaspike: 4.186242463788403e-08; 
 fortran2003: 1.8849235061679792e-08; 
 topic_1787
extract: 0.402239590883255; 
 theano: 0.23982545733451843; 
 radio: 0.15712015330791473; 
 iterable: 0.08240567892789841; 
 integral: 0.053438831120729446; 
 pymc3: 0.030005984008312225; 
 android-maven-plugin: 0.020077019929885864; 
 theano-cuda: 0.014882964082062244; 
 lasagne: 4.3389754864620045e-06; 
 extraction: 2.298999746130903e-08; 
 pymc: 1.2376478314424233e-11; 
 pycuda: 5.826501173894494e-12; 
 text-extraction: 3.668331263750879e-12; 
 quad: 1.3539638160642298e-12; 
 checked: 1.11018702911303e-12; 
 calculus: 4.82384477414749e-13; 
 rar: 4.536834775047127e-13; 
 winrar: 2.553825477914079e-13; 
 stripes: 1.6069236869961645e-13; 
 numerical-integration: 7.566519568021068e-14; 
 topic_1788
ads: 0.2725698947906494; 
 splash-screen: 0.23775352537631989; 
 android-databinding: 0.1443626880645752; 
 provider: 0.060302309691905975; 
 interstitial: 0.0566738024353981; 
 android-syncadapter: 0.05166301131248474; 
 wakelock: 0.04293731972575188; 
 mopub: 0.024362824857234955; 
 adview: 0.024272115901112556; 
 chartboost: 0.015807345509529114; 
 android-vibration: 0.014686808921396732; 
 city: 0.013045341707766056; 
 multi-window: 0.012181412428617477; 
 conflicting-libraries: 0.010539945214986801; 
 rewardedvideoad: 0.010107980109751225; 
 powermanager: 0.008725692518055439; 
 android-wake-lock: 4.283981525077252e-06; 
 banner-ads: 2.944944071714417e-06; 
 google-dfp: 6.064011017770099e-07; 
 adsense: 1.3696876521862578e-07; 
 topic_1789
google-bigquery: 0.5237023830413818; 
 integration-testing: 0.25208190083503723; 
 trace: 0.10665002465248108; 
 packaging: 0.07603791356086731; 
 azure-devops-rest-api: 0.030013250187039375; 
 wsadmin: 0.011514314450323582; 
 bigquery-standard-sql: 1.702564986771904e-07; 
 google-data-studio: 3.906580836599005e-09; 
 testcontainers: 2.3210965094389024e-10; 
 junit5: 3.284593300470484e-12; 
 google-cloud-dataprep: 2.289713557646067e-12; 
 etw: 1.290214896726427e-12; 
 maven-failsafe-plugin: 7.852904524568993e-13; 
 system.diagnostics: 1.8189279021776222e-13; 
 opentracing: 1.1830456319444904e-13; 
 sql-server-profiler: 1.025427030613979e-13; 
 google-cloud-stackdriver: 9.471549521251899e-14; 
 wiremock: 4.93503722858845e-14; 
 in-memory: 4.3643918096495857e-14; 
 google-cloud-datalab: 5.680687870649641e-15; 
 topic_1790
centos7: 0.26356837153434753; 
 rsync: 0.1615341305732727; 
 password-protection: 0.11899975687265396; 
 cut: 0.10155182331800461; 
 password-encryption: 0.07662619650363922; 
 release-management: 0.06697756797075272; 
 docker-container: 0.04567017778754234; 
 ps: 0.037790462374687195; 
 maintenance: 0.03521749749779701; 
 ms-release-management: 0.03184047341346741; 
 concourse: 0.02468440867960453; 
 phrase: 0.012784433551132679; 
 vocabulary: 0.01230199821293354; 
 nomenclature: 0.010452681221067905; 
 systemctl: 1.3267803744554385e-08; 
 selinux: 3.339141185776384e-09; 
 rhel7: 9.544809387307396e-11; 
 mount: 1.673446862852923e-12; 
 sshpass: 3.4861092419909145e-13; 
 stripslashes: 3.3396506046723395e-13; 
 topic_1791
android-contentprovider: 0.7209629416465759; 
 native-code: 0.10652497410774231; 
 chrome-custom-tabs: 0.06981704384088516; 
 android-sharing: 0.06573838740587234; 
 android-searchmanager: 0.03694785013794899; 
 contentobserver: 5.035228241467848e-06; 
 android-loadermanager: 3.7367753975559026e-06; 
 calllog: 5.355117949079613e-08; 
 storage-access-framework: 5.078704123917532e-10; 
 android-syncadapter: 3.49721501757827e-10; 
 android-fileprovider: 1.701469382053844e-10; 
 contactscontract: 7.664897189174624e-11; 
 android-search: 5.766902927417661e-11; 
 applinks: 4.2415255335770397e-11; 
 android-contacts: 7.55968551646724e-12; 
 android-loader: 2.4982221152880513e-12; 
 native-methods: 4.915914138432786e-13; 
 android-securityexception: 2.6983932666438393e-13; 
 search-suggestion: 1.9673112694029021e-13; 
 android-binder: 5.708390167892888e-14; 
 topic_1792
jekyll: 0.31033098697662354; 
 reverse-engineering: 0.17582105100154877; 
 router: 0.163253515958786; 
 github-pages: 0.15665866434574127; 
 micro-optimization: 0.03552505746483803; 
 backbone.js-collections: 0.03228147700428963; 
 twos-complement: 0.031978774815797806; 
 backbone-routing: 0.025995774194598198; 
 prettier: 0.018789002671837807; 
 fpu: 0.013189684599637985; 
 thumb: 0.01107209362089634; 
 x87: 0.009954478591680527; 
 6502: 0.008612998761236668; 
 tun: 0.0065325587056577206; 
 liquid: 3.779946837312309e-06; 
 octopress: 1.1724677762003921e-07; 
 kramdown: 1.3570436330212488e-08; 
 ollydbg: 5.92301185875499e-09; 
 backbone-model: 1.2811594007899885e-09; 
 ida: 1.0577657638677351e-09; 
 topic_1793
pagination: 0.797330915927887; 
 limit: 0.20266908407211304; 
 zend-paginator: 2.8193989365377092e-08; 
 knppaginator: 1.331759480471817e-09; 
 will-paginate: 1.7766035864674734e-10; 
 kaminari: 1.5475280562213256e-12; 
 paginator: 7.163252196268344e-13; 
 laravel-3: 4.0332499709819225e-13; 
 pagedlist: 3.839628268109685e-13; 
 paginate: 2.1604036105644236e-13; 
 django-pagination: 2.146638173206733e-13; 
 longtext: 4.656008651543475e-14; 
 offset: 2.9456292412839355e-14; 
 wp-query: 2.6880351717824096e-14; 
 rate: 1.99512579851166e-14; 
 paging: 1.314708848311843e-15; 
 sql-limit: 3.679312864223464e-16; 
 jquery-pagination: 3.670016148231756e-16; 
 page-numbering: 3.149806363812995e-16; 
 topic_1794
julia: 0.42769479751586914; 
 ascii: 0.4080469608306885; 
 membership: 0.0683564618229866; 
 desire2learn: 0.02607257105410099; 
 html-escape-characters: 0.02278548665344715; 
 websphere-commerce: 0.01090715080499649; 
 visual-recognition: 0.010591389611363411; 
 valence: 0.009711846709251404; 
 wcs: 0.007918890565633774; 
 secure-gateway: 0.007914450950920582; 
 julia-jump: 1.8568053761214287e-09; 
 extended-ascii: 8.549349422848351e-11; 
 idn: 1.127668244156263e-13; 
 ibm-rad: 7.010260156658371e-14; 
 chr: 6.751262553563245e-14; 
 ray: 6.396659325271989e-14; 
 any: 1.7732648303295934e-14; 
 bcd: 1.0914698845795358e-14; 
 ascii-art: 8.26454027690873e-15; 
 console.writeline: 2.3726909041568538e-15; 
 topic_1795
null: 0.5461918711662292; 
 optional: 0.10742195695638657; 
 gif: 0.10530984401702881; 
 rx-swift: 0.05998394638299942; 
 animated-gif: 0.049465637654066086; 
 uicontainerview: 0.026528112590312958; 
 phasset: 0.01681240275502205; 
 nsstream: 0.013728720135986805; 
 photosframework: 0.011109703220427036; 
 promisekit: 0.008575170300900936; 
 dafny: 0.008026021532714367; 
 ifconfig: 0.007645841222256422; 
 rx-cocoa: 0.006927723530679941; 
 phphotolibrary: 0.0067587546072900295; 
 sysinternals: 0.005702698603272438; 
 win2d: 0.005280270241200924; 
 command-substitution: 0.0050690658390522; 
 apple-mail: 0.004900097381323576; 
 automatic-updates: 0.004562159534543753; 
 unwrap: 1.5049840484948618e-08; 
 topic_1796
import: 0.8760697245597839; 
 nameerror: 0.036137472838163376; 
 monkeypatching: 0.03053547628223896; 
 directed-acyclic-graphs: 0.030166666954755783; 
 twython: 0.013453621417284012; 
 geos: 0.007530073635280132; 
 nuke: 0.006106895860284567; 
 python-importlib: 3.572818581785986e-13; 
 sys: 2.5830292765816054e-13; 
 topological-sort: 1.2904395163115118e-13; 
 sys.path: 2.1067811733989535e-14; 
 eventlet: 1.8897262701596078e-15; 
 traceback: 9.800838238178218e-16; 
 topic_1797
amazon-cloudfront: 0.22101446986198425; 
 load-testing: 0.19838906824588776; 
 bitcoin: 0.1149529293179512; 
 cypress: 0.09693199396133423; 
 angular-httpclient: 0.07232190668582916; 
 gateway: 0.06882885843515396; 
 unpivot: 0.06430377811193466; 
 bigtable: 0.029452718794345856; 
 google-cloud-bigtable: 0.02929394133388996; 
 jmeter-4.0: 0.01905297115445137; 
 jmeter-3.2: 0.0179415475577116; 
 regression-testing: 0.016591962426900864; 
 aws-iam: 0.015639234334230423; 
 amazon-elastic-transcoder: 0.012305044569075108; 
 columnstore: 0.01135239563882351; 
 firebird2.1: 0.008731613866984844; 
 performance-testing: 0.002812747610732913; 
 bitcoind: 7.892346911830828e-05; 
 jmeter-plugins: 3.5175453376723453e-06; 
 blazemeter: 2.7841772975989443e-07; 
 topic_1798
fgets: 0.25127604603767395; 
 knockout-2.0: 0.16039921343326569; 
 getchar: 0.1120707243680954; 
 cql3: 0.10548730194568634; 
 cpu-cache: 0.10179489850997925; 
 jspm: 0.08654171973466873; 
 backspace: 0.04993408918380737; 
 qt3d: 0.04206665977835655; 
 reentrancy: 0.02970355935394764; 
 vue-i18n: 0.022638928145170212; 
 putchar: 0.021193889901041985; 
 flink-sql: 0.016359293833374977; 
 strtok: 0.0005298779578879476; 
 knockout-mvc: 1.923336412801291e-06; 
 systemjs: 1.737097250043007e-06; 
 knockout-mapping-plugin: 3.995557662506144e-08; 
 cql: 2.2618015904640743e-08; 
 kernighan-and-ritchie: 6.728172241565744e-09; 
 feof: 6.803687613299303e-10; 
 datastax-java-driver: 2.498056206334809e-10; 
 topic_1799
sql-insert: 0.3434259295463562; 
 hibernate-mapping: 0.30065247416496277; 
 query-performance: 0.17402048408985138; 
 sqldatatypes: 0.11638885736465454; 
 squirrel-sql: 0.029153496026992798; 
 hibernate-tools: 0.021386735141277313; 
 batch-insert: 0.01497071422636509; 
 query-tuning: 1.3308062989381142e-06; 
 insert-select: 8.488599267941765e-10; 
 mysql-slow-query-log: 1.689813913796634e-11; 
 hibernate-annotations: 6.891345133430704e-12; 
 sqlperformance: 9.030757370208364e-13; 
 mysql-error-1062: 1.2057866369871023e-13; 
 usertype: 5.714616876494744e-14; 
 hibernate-onetomany: 1.3894616658410505e-14; 
 sessionfactory: 1.5460934737880107e-15; 
 varbinary: 1.1082045451118495e-15; 
 columnstore: 6.547802910292157e-16; 
 ssms-2017: 5.687702891639683e-16; 
 custom-data-type: 2.598720110884447e-16; 
 topic_1800
parsing: 0.8975996375083923; 
 quartz-scheduler: 0.06633052974939346; 
 httpserver: 0.018327614292502403; 
 ibm-rad: 0.006556373089551926; 
 lexer: 0.004831346683204174; 
 websphere-6.1: 0.004107416141778231; 
 apache-commons-cli: 0.0022471125703305006; 
 lr: 9.345892060252936e-09; 
 javacc: 8.444349663960793e-10; 
 text-parsing: 1.6770800026488786e-10; 
 quartz.net: 4.930590657981071e-11; 
 lalr: 4.1036611608813445e-11; 
 left-recursion: 1.2025694676176535e-11; 
 ply: 2.5698169720672626e-12; 
 recursive-descent: 1.4512111130848826e-12; 
 ll: 1.0557918471779115e-12; 
 parser-generator: 8.089048636646112e-13; 
 strtok: 4.874708492766389e-13; 
 jflex: 2.7913280953133224e-13; 
 happy: 2.470035894569511e-13; 
 topic_1801
public: 0.2576506435871124; 
 unions: 0.24380673468112946; 
 extern: 0.2328469604253769; 
 static-members: 0.21381157636642456; 
 incomplete-type: 0.04941508546471596; 
 static-functions: 0.002465643221512437; 
 linkage: 3.2933626243902836e-06; 
 constexpr: 3.715660557013223e-10; 
 bit-fields: 4.3620898559915133e-11; 
 type-punning: 1.969067617291209e-11; 
 static-classes: 3.1699222782267944e-13; 
 anonymous-inner-class: 2.540882272378947e-13; 
 void: 9.403761813296316e-14; 
 access-specifier: 5.0408367258981956e-14; 
 inline-functions: 4.658193996547391e-14; 
 static-constructor: 1.7274259483230324e-14; 
 php4: 6.258188581340519e-15; 
 absolute-value: 5.698768212425258e-15; 
 access-modifiers: 2.588626919224524e-15; 
 reentrantlock: 2.4804951166945135e-15; 
 topic_1802
karma-jasmine: 0.5183321833610535; 
 ace-editor: 0.10781914740800858; 
 timeline: 0.09873508661985397; 
 angular-http-interceptors: 0.06250698864459991; 
 iife: 0.05363921448588371; 
 babylonjs: 0.029631340876221657; 
 angular-test: 0.028982479125261307; 
 httpbackend: 0.022710151970386505; 
 karma-coverage: 0.02270933985710144; 
 datejs: 0.016113393008708954; 
 cleartimeout: 0.013730978593230247; 
 angular-testing: 0.013085373677313328; 
 wow.js: 0.012003937736153603; 
 karma-webpack: 4.1788197790992854e-07; 
 angular2-testing: 1.6979935679728442e-08; 
 angular-mock: 1.1064821059392216e-08; 
 testbed: 2.304070267911129e-10; 
 jasmine2.0: 1.1187229961850953e-11; 
 angular-httpclient: 8.184230203267528e-12; 
 angular4-httpclient: 7.147850453886884e-12; 
 topic_1803
fxml: 0.33969324827194214; 
 minecraft: 0.23272362351417542; 
 bukkit: 0.15252451598644257; 
 playframework-1.x: 0.08222375810146332; 
 slash: 0.04184300824999809; 
 format-specifiers: 0.03959338366985321; 
 fxmlloader: 0.028682706877589226; 
 ascii-art: 0.027220452204346657; 
 vbox: 0.022721203044056892; 
 trailing: 0.01799699291586876; 
 hbox: 0.01473503839224577; 
 computercraft: 4.1621355194365606e-05; 
 minecraft-forge: 4.887113504992158e-07; 
 scenebuilder: 1.7479086622529394e-08; 
 stage: 1.8587452688123562e-09; 
 javafx-8: 1.1244249975561615e-10; 
 projectile: 8.149002848380216e-13; 
 trailing-slash: 4.683361717102569e-14; 
 packets: 3.244144319500264e-14; 
 stripslashes: 9.576391871331247e-15; 
 topic_1804
karma-runner: 0.3024718165397644; 
 angular-routing: 0.18676353991031647; 
 event-listener: 0.11368842422962189; 
 acrobat: 0.09334570169448853; 
 phaser-framework: 0.09312927722930908; 
 jscript: 0.0758163258433342; 
 pixi.js: 0.03902629390358925; 
 pdfmake: 0.02625783160328865; 
 spy: 0.021569060161709785; 
 nodetool: 0.01385008916258812; 
 vast: 0.012696156278252602; 
 karma-webpack: 0.01045961957424879; 
 js-test-driver: 0.00887289084494114; 
 ember-qunit: 0.0020524347200989723; 
 karma-coverage: 4.6614962911917246e-07; 
 angular-router-guards: 3.634812628661166e-08; 
 adobe-reader: 9.900685826735867e-10; 
 router-outlet: 7.087748721268383e-10; 
 angular-router: 3.459942332639798e-10; 
 karma-mocha: 2.4238222540162724e-10; 
 topic_1805
prometheus: 0.3848804533481598; 
 setup-deployment: 0.16864097118377686; 
 sabre: 0.10316605865955353; 
 background-task: 0.0990738719701767; 
 postfix: 0.07322851568460464; 
 toolbox: 0.06655179709196091; 
 finally: 0.04932155832648277; 
 prometheus-alertmanager: 0.029291406273841858; 
 visual-studio-2010-sp1: 0.0258453581482172; 
 prerequisites: 9.800323219621987e-09; 
 try-finally: 2.508303564852099e-09; 
 dovecot: 1.4813000825952827e-09; 
 visual-studio-sdk: 5.797135549379107e-10; 
 roundcube: 2.850507885288067e-10; 
 visual-studio-setup-proje: 6.259448515066879e-11; 
 micrometer: 3.735194098464234e-11; 
 ibm-cloud-private: 1.7233362306634525e-11; 
 dkim: 1.0011018923561377e-11; 
 unhandled: 1.1500181232651507e-13; 
 background-audio: 9.553461673009536e-14; 
 topic_1806
spring-batch: 0.5011211633682251; 
 jndi: 0.25599098205566406; 
 spring-jdbc: 0.15932117402553558; 
 spring-batch-admin: 0.026299213990569115; 
 sitemesh: 0.02136250026524067; 
 apacheds: 0.018849262967705727; 
 inputmismatchexception: 0.01705409772694111; 
 spring-java-config: 1.0535760566199315e-06; 
 ldif: 3.0264772021837416e-07; 
 jdbctemplate: 2.4036066292865144e-07; 
 spring-retry: 5.010536430205548e-09; 
 context.xml: 3.5877356641123015e-09; 
 batch-updates: 5.573090253174762e-11; 
 database-metadata: 2.7561642204632086e-11; 
 late-binding: 1.3179564210819006e-11; 
 spring-scheduled: 1.2831491078002522e-11; 
 oracle-aq: 1.0280542042662155e-11; 
 ejb-3.0: 4.055536722419317e-12; 
 spring-ldap: 9.956227465732215e-13; 
 stripes: 8.851416778352106e-13; 
 topic_1807
reactjs: 0.9980325102806091; 
 react-leaflet: 0.001964215189218521; 
 reducers: 3.263337021053303e-06; 
 redux: 1.0140349004927884e-08; 
 jsx: 1.320609177568599e-10; 
 react-final-form: 6.262829144176862e-11; 
 react-dropzone: 2.3064191181920712e-11; 
 setstate: 9.548559859462458e-12; 
 babel: 2.6893604530842108e-12; 
 react-props: 2.415077686446221e-12; 
 react-bootstrap: 1.797617501901605e-12; 
 react-redux: 1.128327249341754e-12; 
